hand_raise,resource_visits,announcement_views,discussion_posts,free_time,study_time,absences,final_grade,learning_style,total_actions,video_actions,audio_actions,text_actions,platform,typing_speed_wpm,keystroke_delay,error_rate,page_transitions,backtrack_count,scroll_depth,avg_sentence_length,response_time_sec,vocab_richness,video_watch_ratio,audio_play_ratio,image_click_ratio
,,,,,,,,,506.0,14.0,219.0,90.0,mobile,50,0.43,0.03,4,4,0.59,22,135,0.37,0.79,0.87,0.14
,,,,,,,,,3828.0,118.0,647.0,1124.0,mobile,30,0.12,0.02,1,3,0.61,5,79,0.69,0.7,0.28,0.96
,,,,,,,,,31703.0,658.0,5366.0,9885.0,mobile,73,0.3,0.06,21,5,0.9,22,175,0.63,0.43,0.3,0.24
,,,,,,,,,580.0,0.0,0.0,251.0,mobile,35,0.38,0.13,2,8,0.92,12,13,0.33,0.14,0.73,0.46
,,,,,,,,,1756.0,10.0,83.0,692.0,mobile,27,0.2,0.12,24,5,0.56,14,72,0.48,0.71,0.27,0.61
,,,,,,,,,368.0,0.0,162.0,85.0,mobile,23,0.22,0.06,4,7,0.56,6,59,0.77,0.9,0.46,0.06
,,,,,,,,,1784.0,26.0,306.0,529.0,mobile,59,0.35,0.09,17,0,0.61,13,39,0.48,0.18,0.52,0.34
,,,,,,,,,8330.0,4.0,2424.0,2329.0,mobile,23,0.46,0.11,10,5,0.62,8,25,0.59,0.6,0.67,0.94
,,,,,,,,,104.0,0.0,22.0,36.0,mobile,75,0.42,0.04,23,1,0.96,15,13,0.72,0.42,0.34,0.7
,,,,,,,,,56911.0,777.0,15191.0,15749.0,mobile,44,0.33,0.03,12,2,0.72,14,35,0.34,0.09,0.86,0.37
,,,,,,,,,3933.0,2.0,1067.0,1051.0,mobile,22,0.39,0.15,2,5,0.42,18,166,0.8,0.73,0.4,0.79
,,,,,,,,,9040.0,296.0,2099.0,2832.0,mobile,51,0.25,0.09,3,1,0.63,11,148,0.32,0.07,0.04,0.84
,,,,,,,,,16116.0,589.0,2829.0,4687.0,mobile,22,0.36,0.15,14,3,0.7,23,101,0.46,0.7,0.07,0.15
,,,,,,,,,7005.0,2.0,299.0,2741.0,mobile,46,0.29,0.05,15,5,0.71,10,117,0.76,0.28,0.97,0.59
,,,,,,,,,811.0,0.0,67.0,297.0,mobile,48,0.18,0.11,13,4,0.67,20,161,0.85,0.57,0.62,0.37
,,,,,,,,,12431.0,948.0,1354.0,3898.0,mobile,51,0.38,0.03,9,5,0.34,23,60,0.76,0.16,0.49,0.51
,,,,,,,,,24.0,0.0,2.0,15.0,mobile,69,0.32,0.04,2,5,0.23,23,51,0.44,0.37,0.87,0.47
,,,,,,,,,458.0,4.0,103.0,144.0,web,77,0.24,0.08,19,7,0.47,17,176,0.89,0.1,0.72,0.5
,,,,,,,,,73.0,0.0,18.0,35.0,web,70,0.46,0.05,16,8,0.54,16,144,0.55,0.47,0.18,0.52
,,,,,,,,,779.0,6.0,256.0,205.0,mobile,38,0.11,0.03,11,4,0.25,19,27,0.53,0.21,0.01,0.07
,,,,,,,,,4685.0,2.0,1016.0,1794.0,web,40,0.23,0.04,12,5,0.85,12,12,0.82,0.19,0.98,0.18
,,,,,,,,,37.0,2.0,8.0,18.0,mobile,24,0.12,0.01,1,5,0.48,8,29,0.34,0.11,0.63,0.57
,,,,,,,,,980.0,10.0,184.0,299.0,mobile,37,0.41,0.11,2,5,0.93,24,107,0.63,0.77,0.48,0.94
,,,,,,,,,4758.0,232.0,1350.0,1460.0,web,47,0.38,0.07,16,1,0.32,12,82,0.88,0.64,0.94,0.75
,,,,,,,,,462.0,0.0,214.0,108.0,mobile,61,0.23,0.01,2,3,0.25,20,83,0.36,0.16,0.37,0.24
,,,,,,,,,19.0,0.0,0.0,13.0,web,41,0.37,0.03,19,0,0.59,20,132,0.62,0.47,0.72,0.36
,,,,,,,,,92.0,0.0,6.0,33.0,web,40,0.26,0.02,10,0,0.35,6,79,0.38,0.66,0.67,0.34
,,,,,,,,,7893.0,110.0,1245.0,2370.0,mobile,25,0.4,0.09,19,0,0.95,21,154,0.83,0.88,0.68,0.77
,,,,,,,,,2444.0,264.0,98.0,850.0,mobile,20,0.28,0.01,10,6,0.21,9,88,0.65,0.06,0.68,0.97
,,,,,,,,,2270.0,8.0,861.0,468.0,mobile,24,0.26,0.11,16,0,0.53,9,150,0.44,0.36,0.01,0.36
,,,,,,,,,2105.0,0.0,512.0,634.0,mobile,60,0.47,0.0,13,5,0.94,16,51,0.48,0.62,0.82,0.01
,,,,,,,,,676.0,4.0,120.0,196.0,web,31,0.2,0.04,16,1,0.51,11,53,0.61,0.02,0.92,0.94
,,,,,,,,,86.0,0.0,28.0,25.0,mobile,45,0.15,0.13,18,5,0.27,9,89,0.74,0.24,0.45,0.75
,,,,,,,,,26.0,0.0,0.0,10.0,mobile,65,0.33,0.11,24,5,0.44,8,76,0.59,0.74,0.56,0.83
,,,,,,,,,4030.0,2.0,1228.0,954.0,mobile,53,0.49,0.01,8,2,0.6,21,29,0.41,0.36,0.32,0.21
,,,,,,,,,806.0,2.0,152.0,264.0,web,68,0.25,0.12,24,7,0.35,10,56,0.72,0.08,0.79,0.65
,,,,,,,,,78.0,16.0,4.0,25.0,mobile,33,0.12,0.07,18,3,0.57,18,33,0.37,0.63,0.74,0.23
,,,,,,,,,126.0,8.0,20.0,45.0,mobile,45,0.24,0.13,13,6,0.87,13,155,0.79,0.25,0.74,0.01
,,,,,,,,,10628.0,170.0,2783.0,3357.0,mobile,64,0.3,0.09,7,3,0.9,8,32,0.54,0.7,0.73,0.16
,,,,,,,,,1368.0,56.0,587.0,293.0,mobile,46,0.16,0.1,21,0,0.24,15,138,0.69,0.9,0.22,0.92
,,,,,,,,,42.0,0.0,2.0,23.0,mobile,28,0.36,0.15,23,5,0.33,24,132,0.51,0.53,0.11,0.22
,,,,,,,,,6.0,2.0,0.0,0.0,mobile,45,0.5,0.03,24,4,0.42,20,124,0.7,0.6,0.31,0.59
,,,,,,,,,1622.0,34.0,588.0,381.0,web,76,0.28,0.09,18,8,0.68,20,75,0.83,0.51,0.58,0.97
,,,,,,,,,424.0,90.0,27.0,90.0,mobile,66,0.24,0.07,6,8,0.49,20,142,0.72,0.82,0.4,0.08
,,,,,,,,,512.0,0.0,67.0,180.0,mobile,76,0.26,0.01,9,7,0.88,10,27,0.7,0.24,0.25,0.81
,,,,,,,,,9506.0,767.0,5407.0,1295.0,mobile,41,0.15,0.0,6,6,0.77,19,126,0.75,0.4,0.02,0.6
,,,,,,,,,2156.0,24.0,307.0,714.0,mobile,66,0.45,0.02,18,1,0.28,7,44,0.6,0.9,0.12,0.32
,,,,,,,,,7166.0,150.0,1105.0,2298.0,web,75,0.27,0.1,17,7,0.7,13,162,0.43,0.72,0.11,0.36
,,,,,,,,,20.0,0.0,0.0,14.0,mobile,49,0.25,0.09,12,2,0.29,5,115,0.79,0.32,0.96,0.03
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,62,0.36,0.08,3,5,0.4,15,161,0.69,0.83,0.78,0.26
,,,,,,,,,538.0,12.0,154.0,146.0,mobile,67,0.28,0.0,5,9,0.34,10,150,0.49,0.24,0.12,0.42
,,,,,,,,,55.0,0.0,0.0,47.0,mobile,36,0.36,0.07,7,6,0.34,9,158,0.47,0.63,0.47,0.72
,,,,,,,,,8930.0,2.0,4832.0,1578.0,web,45,0.12,0.14,10,5,0.69,22,48,0.6,0.96,0.65,0.27
,,,,,,,,,14.0,0.0,4.0,6.0,mobile,55,0.43,0.06,10,4,0.65,16,171,0.42,0.57,0.96,0.58
,,,,,,,,,158.0,0.0,0.0,67.0,web,20,0.48,0.09,19,3,0.34,11,156,0.83,0.8,0.27,0.73
,,,,,,,,,12.0,0.0,0.0,6.0,web,27,0.36,0.12,4,1,0.99,6,165,0.77,0.74,0.26,0.7
,,,,,,,,,2109.0,99.0,368.0,665.0,mobile,68,0.48,0.12,10,8,0.54,11,100,0.48,0.87,0.57,0.59
,,,,,,,,,47.0,0.0,8.0,15.0,mobile,54,0.16,0.08,18,6,0.28,13,123,0.33,0.97,0.86,0.58
,,,,,,,,,29.0,0.0,8.0,14.0,mobile,71,0.29,0.13,3,6,0.3,24,148,0.33,0.02,0.28,0.72
,,,,,,,,,377.0,0.0,0.0,157.0,web,34,0.34,0.06,21,3,0.67,12,44,0.48,0.03,0.13,0.34
,,,,,,,,,3.0,0.0,0.0,2.0,web,66,0.33,0.13,3,4,0.98,13,93,0.39,0.59,0.27,0.45
,,,,,,,,,764.0,16.0,78.0,259.0,mobile,75,0.26,0.04,5,5,0.66,14,85,0.82,0.95,0.45,0.97
,,,,,,,,,41.0,0.0,4.0,26.0,mobile,41,0.24,0.04,16,1,0.96,16,66,0.55,0.49,0.36,0.67
,,,,,,,,,681.0,12.0,115.0,290.0,web,33,0.15,0.01,20,3,0.56,6,37,0.51,0.84,0.86,0.52
,,,,,,,,,75.0,0.0,4.0,35.0,mobile,45,0.26,0.12,13,3,0.55,14,75,0.43,0.77,0.94,0.58
,,,,,,,,,131.0,0.0,0.0,80.0,mobile,47,0.17,0.06,11,3,0.6,7,74,0.8,0.5,0.38,0.1
,,,,,,,,,3107.0,24.0,238.0,1302.0,mobile,42,0.39,0.03,13,6,0.76,5,159,0.78,0.51,0.82,0.59
,,,,,,,,,17547.0,701.0,13875.0,1089.0,web,33,0.18,0.03,19,6,0.49,21,60,0.53,0.44,0.07,0.84
,,,,,,,,,18018.0,802.0,3491.0,5351.0,mobile,43,0.12,0.14,6,6,0.89,5,100,0.4,0.25,0.55,0.52
,,,,,,,,,392.0,0.0,6.0,158.0,mobile,21,0.32,0.13,24,6,0.22,9,146,0.87,0.86,0.83,0.18
,,,,,,,,,352.0,2.0,0.0,135.0,mobile,64,0.34,0.08,13,1,0.55,18,173,0.49,0.21,0.42,0.45
,,,,,,,,,1476.0,122.0,392.0,356.0,mobile,45,0.45,0.09,4,4,0.61,10,175,0.76,0.91,0.14,0.28
,,,,,,,,,99.0,0.0,0.0,23.0,web,33,0.33,0.07,22,9,0.69,13,75,0.58,0.36,0.28,0.36
,,,,,,,,,482.0,0.0,98.0,154.0,mobile,78,0.24,0.06,5,1,0.42,18,142,0.77,0.03,0.49,0.23
,,,,,,,,,1848.0,12.0,417.0,556.0,mobile,75,0.42,0.14,19,4,0.54,8,90,0.59,0.17,0.84,0.33
,,,,,,,,,209.0,26.0,0.0,73.0,mobile,70,0.32,0.02,5,5,0.59,5,174,0.86,0.89,0.75,0.82
,,,,,,,,,503.0,36.0,124.0,108.0,mobile,26,0.13,0.06,21,2,0.75,10,72,0.78,0.13,0.08,0.76
,,,,,,,,,1563.0,2.0,476.0,422.0,mobile,22,0.33,0.05,14,5,0.82,11,108,0.46,0.74,0.55,0.49
,,,,,,,,,53.0,0.0,12.0,24.0,mobile,66,0.46,0.07,4,4,0.79,10,60,0.56,0.18,0.87,0.78
,,,,,,,,,6412.0,2.0,3901.0,1222.0,web,42,0.26,0.07,12,3,0.47,5,81,0.36,0.5,0.58,0.98
,,,,,,,,,191.0,0.0,56.0,68.0,web,65,0.22,0.08,6,9,1.0,12,52,0.84,0.21,0.06,0.41
,,,,,,,,,5568.0,86.0,1565.0,1714.0,mobile,62,0.16,0.02,19,8,0.88,16,76,0.34,0.33,0.82,0.98
,,,,,,,,,48.0,0.0,12.0,22.0,web,66,0.16,0.08,10,7,0.41,15,74,0.31,0.12,0.91,0.25
,,,,,,,,,454.0,54.0,29.0,148.0,mobile,79,0.27,0.04,1,6,0.36,6,71,0.6,0.56,0.39,0.95
,,,,,,,,,2710.0,90.0,722.0,681.0,mobile,64,0.34,0.03,23,0,0.45,6,167,0.66,0.37,0.31,0.86
,,,,,,,,,676.0,22.0,139.0,228.0,mobile,37,0.13,0.01,23,8,0.56,6,99,0.43,0.37,0.54,0.2
,,,,,,,,,4563.0,150.0,1668.0,1093.0,mobile,77,0.48,0.11,16,8,0.88,12,175,0.64,0.04,0.98,0.35
,,,,,,,,,34.0,0.0,6.0,16.0,mobile,57,0.4,0.06,4,5,0.82,11,113,0.84,0.14,0.84,0.71
,,,,,,,,,1547.0,2.0,148.0,555.0,web,54,0.33,0.09,9,6,0.88,20,60,0.68,0.71,0.81,0.19
,,,,,,,,,4236.0,1916.0,287.0,891.0,web,70,0.43,0.11,18,2,0.42,13,116,0.57,0.29,0.19,0.59
,,,,,,,,,365.0,28.0,86.0,107.0,mobile,34,0.13,0.1,17,4,0.67,20,47,0.39,0.44,0.9,0.53
,,,,,,,,,33284.0,358.0,8249.0,8411.0,mobile,44,0.29,0.07,15,6,0.43,6,76,0.4,0.76,0.56,0.29
,,,,,,,,,1323.0,53.0,152.0,279.0,mobile,74,0.35,0.06,19,0,0.29,7,86,0.59,0.44,0.92,0.3
,,,,,,,,,27.0,0.0,4.0,13.0,mobile,56,0.43,0.06,7,0,0.75,6,109,0.58,0.23,0.65,0.52
,,,,,,,,,388.0,0.0,114.0,114.0,mobile,47,0.41,0.1,18,4,0.31,23,114,0.61,0.55,0.83,0.3
,,,,,,,,,12643.0,64.0,2.0,4241.0,web,29,0.21,0.07,6,8,0.73,21,57,0.6,0.8,0.17,0.18
,,,,,,,,,35.0,2.0,9.0,6.0,web,58,0.48,0.13,19,6,0.72,24,149,0.5,0.6,0.71,0.77
,,,,,,,,,12.0,0.0,0.0,8.0,mobile,76,0.15,0.13,21,0,0.85,16,29,0.72,0.42,0.26,0.58
,,,,,,,,,5284.0,58.0,1652.0,1438.0,web,36,0.45,0.03,12,4,0.31,15,112,0.43,0.13,0.17,0.44
,,,,,,,,,9733.0,6.0,6453.0,1243.0,mobile,58,0.49,0.02,3,7,0.83,24,81,0.81,0.25,0.57,0.18
,,,,,,,,,341.0,2.0,57.0,114.0,mobile,41,0.17,0.09,1,7,1.0,23,126,0.42,0.95,0.6,0.59
,,,,,,,,,7914.0,201.0,153.0,3004.0,mobile,45,0.39,0.05,5,1,0.88,10,120,0.55,0.77,0.49,0.63
,,,,,,,,,13485.0,352.0,6287.0,2874.0,mobile,63,0.12,0.0,1,6,0.8,14,139,0.43,0.09,0.09,0.48
,,,,,,,,,31.0,0.0,6.0,17.0,web,44,0.26,0.13,8,9,0.73,18,129,0.67,0.01,0.24,0.37
,,,,,,,,,3635.0,0.0,601.0,1229.0,mobile,36,0.31,0.03,7,4,0.54,5,143,0.59,0.18,0.24,0.87
,,,,,,,,,2778.0,24.0,111.0,1085.0,mobile,32,0.33,0.14,15,8,0.78,19,92,0.52,0.94,0.31,0.7
,,,,,,,,,317.0,0.0,84.0,99.0,mobile,39,0.47,0.11,11,2,0.78,10,137,0.59,0.58,0.63,0.36
,,,,,,,,,319.0,12.0,48.0,102.0,mobile,44,0.37,0.11,18,0,0.71,17,117,0.55,0.84,0.44,0.59
,,,,,,,,,96.0,0.0,22.0,38.0,mobile,23,0.29,0.03,14,3,0.84,18,93,0.81,0.47,0.97,0.23
,,,,,,,,,4872.0,10.0,341.0,2191.0,web,29,0.42,0.04,9,6,0.56,17,147,0.37,0.83,0.02,0.01
,,,,,,,,,906.0,0.0,286.0,221.0,mobile,22,0.48,0.08,5,0,0.3,20,161,0.78,0.03,0.22,0.87
,,,,,,,,,77.0,0.0,6.0,34.0,mobile,60,0.11,0.03,23,1,0.65,5,166,0.69,0.43,0.57,0.82
,,,,,,,,,300.0,0.0,13.0,125.0,mobile,64,0.49,0.05,4,4,0.41,18,128,0.51,0.38,0.88,0.64
,,,,,,,,,242.0,0.0,48.0,63.0,mobile,37,0.13,0.05,12,8,0.51,17,103,0.85,0.98,0.03,0.81
,,,,,,,,,1728.0,0.0,554.0,561.0,web,66,0.43,0.02,1,0,0.21,14,118,0.41,0.3,0.88,0.78
,,,,,,,,,2235.0,104.0,424.0,623.0,mobile,55,0.21,0.03,24,3,0.51,14,143,0.49,0.42,0.51,0.86
,,,,,,,,,23.0,0.0,0.0,16.0,mobile,66,0.15,0.12,13,2,0.85,8,87,0.52,0.76,0.79,0.89
,,,,,,,,,2373.0,96.0,706.0,600.0,mobile,41,0.28,0.03,1,4,0.63,18,140,0.69,0.88,0.95,0.82
,,,,,,,,,3762.0,25.0,965.0,1111.0,mobile,53,0.36,0.0,3,4,0.21,16,33,0.87,0.88,0.22,0.85
,,,,,,,,,1246.0,0.0,337.0,328.0,mobile,66,0.25,0.09,22,9,0.58,10,156,0.66,0.39,0.59,0.5
,,,,,,,,,8245.0,6903.0,58.0,23.0,mobile,27,0.12,0.15,8,1,0.43,19,18,0.81,0.95,0.88,0.71
,,,,,,,,,2587.0,16.0,1070.0,591.0,mobile,59,0.34,0.05,24,4,0.58,9,167,0.84,0.65,0.84,0.33
,,,,,,,,,4760.0,80.0,1335.0,1236.0,mobile,68,0.46,0.02,18,8,0.52,14,105,0.58,0.85,0.52,0.86
,,,,,,,,,9238.0,472.0,2977.0,2301.0,web,63,0.25,0.09,16,4,0.95,13,86,0.58,0.93,0.95,0.86
,,,,,,,,,261.0,8.0,27.0,85.0,mobile,38,0.19,0.14,20,9,0.23,14,91,0.45,0.23,0.71,0.07
,,,,,,,,,9664.0,42.0,748.0,3133.0,mobile,61,0.28,0.12,20,1,0.75,16,95,0.66,0.5,0.52,0.35
,,,,,,,,,12.0,0.0,0.0,10.0,web,60,0.12,0.09,16,6,0.88,8,69,0.37,0.59,0.06,0.17
,,,,,,,,,2616.0,0.0,382.0,939.0,web,56,0.43,0.05,2,5,0.97,8,160,0.68,0.8,0.49,0.14
,,,,,,,,,244.0,0.0,46.0,71.0,web,25,0.43,0.08,17,6,0.34,17,70,0.84,0.4,0.42,0.41
,,,,,,,,,5887.0,16.0,745.0,1997.0,mobile,71,0.34,0.01,10,7,0.63,18,144,0.76,0.21,0.31,0.63
,,,,,,,,,113.0,48.0,2.0,28.0,mobile,45,0.24,0.1,7,9,0.23,16,84,0.69,0.74,0.94,0.34
,,,,,,,,,178.0,0.0,20.0,73.0,web,53,0.42,0.11,10,4,0.6,17,48,0.8,0.59,0.93,0.31
,,,,,,,,,27.0,0.0,0.0,17.0,web,78,0.32,0.14,19,1,0.3,24,131,0.74,0.9,0.34,0.09
,,,,,,,,,1244.0,0.0,97.0,473.0,mobile,75,0.43,0.04,20,6,0.87,17,115,0.62,0.66,0.44,0.38
,,,,,,,,,8976.0,31.0,263.0,3847.0,mobile,78,0.35,0.0,9,6,0.29,6,107,0.61,0.02,0.75,0.47
,,,,,,,,,2250.0,14.0,418.0,663.0,mobile,64,0.41,0.08,22,7,0.61,23,142,0.36,0.97,0.84,0.4
,,,,,,,,,357.0,0.0,120.0,105.0,web,25,0.34,0.11,17,6,0.62,13,179,0.56,0.59,0.11,0.68
,,,,,,,,,570.0,58.0,64.0,196.0,mobile,56,0.27,0.12,9,9,0.98,14,101,0.61,0.6,0.49,0.29
,,,,,,,,,163.0,0.0,20.0,64.0,web,76,0.48,0.03,9,6,0.72,21,23,0.58,0.91,0.91,0.72
,,,,,,,,,3540.0,10.0,708.0,1104.0,mobile,52,0.32,0.04,5,8,0.43,14,164,0.77,0.66,0.66,0.88
,,,,,,,,,36.0,0.0,8.0,15.0,mobile,72,0.34,0.08,24,7,0.39,24,25,0.4,0.48,0.54,0.59
,,,,,,,,,6212.0,100.0,1896.0,1642.0,mobile,41,0.19,0.05,7,1,0.3,17,139,0.78,0.11,0.72,0.39
,,,,,,,,,9415.0,106.0,7945.0,465.0,web,40,0.35,0.13,11,1,0.81,24,156,0.74,0.96,0.66,0.18
,,,,,,,,,816.0,26.0,299.0,209.0,mobile,25,0.33,0.07,8,6,0.75,5,160,0.84,0.08,0.94,0.93
,,,,,,,,,31.0,18.0,2.0,1.0,mobile,25,0.17,0.12,14,9,0.69,6,178,0.52,0.17,0.91,0.75
,,,,,,,,,492.0,14.0,114.0,131.0,mobile,74,0.12,0.09,2,9,0.23,21,23,0.41,0.82,0.4,0.25
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,67,0.34,0.12,10,2,0.81,17,72,0.76,0.49,0.03,0.15
,,,,,,,,,158.0,0.0,29.0,57.0,mobile,23,0.41,0.05,21,0,0.71,21,17,0.65,0.18,0.33,0.05
,,,,,,,,,27.0,0.0,0.0,18.0,mobile,49,0.31,0.12,24,8,0.97,17,36,0.73,0.29,0.2,0.19
,,,,,,,,,7131.0,19.0,1736.0,1365.0,web,30,0.19,0.04,16,2,0.67,21,120,0.9,0.99,0.13,0.73
,,,,,,,,,4444.0,0.0,2816.0,544.0,web,49,0.37,0.08,16,0,0.44,23,49,0.42,0.58,0.89,0.63
,,,,,,,,,7537.0,2.0,1126.0,2835.0,mobile,50,0.13,0.03,19,5,0.51,18,165,0.55,0.4,0.71,0.97
,,,,,,,,,413.0,0.0,98.0,145.0,web,43,0.28,0.07,11,3,0.34,24,77,0.42,0.88,0.03,0.32
,,,,,,,,,18.0,0.0,0.0,12.0,mobile,74,0.17,0.05,6,0,0.78,14,132,0.82,0.48,0.92,0.79
,,,,,,,,,32.0,0.0,0.0,22.0,web,28,0.17,0.04,6,3,0.77,6,70,0.31,0.31,0.9,0.12
,,,,,,,,,12834.0,52.0,6837.0,2270.0,mobile,74,0.18,0.15,7,7,0.36,18,175,0.38,0.16,0.95,0.56
,,,,,,,,,14519.0,0.0,1249.0,6359.0,mobile,22,0.25,0.02,16,6,0.33,21,137,0.45,0.74,0.83,0.47
,,,,,,,,,597.0,4.0,10.0,256.0,mobile,70,0.12,0.12,13,0,0.26,9,117,0.76,0.6,0.08,0.84
,,,,,,,,,10775.0,44.0,2721.0,2997.0,mobile,50,0.26,0.15,3,9,0.93,22,161,0.68,0.09,0.62,0.7
,,,,,,,,,16121.0,483.0,2262.0,7208.0,web,59,0.3,0.0,24,8,0.39,7,165,0.53,0.59,0.08,0.19
,,,,,,,,,7577.0,2.0,5355.0,891.0,mobile,56,0.29,0.1,24,5,0.48,20,178,0.4,0.16,0.71,0.98
,,,,,,,,,24.0,0.0,6.0,12.0,mobile,55,0.25,0.04,9,1,0.42,23,155,0.49,0.98,0.2,0.82
,,,,,,,,,998.0,24.0,149.0,319.0,mobile,43,0.44,0.01,24,2,0.53,22,58,0.75,0.26,0.94,0.35
,,,,,,,,,184.0,0.0,92.0,47.0,mobile,50,0.16,0.06,3,6,0.77,24,163,0.53,0.7,0.93,0.83
,,,,,,,,,2095.0,76.0,626.0,583.0,web,25,0.3,0.14,6,2,0.9,9,12,0.58,0.66,0.59,0.96
,,,,,,,,,2014.0,48.0,1277.0,238.0,mobile,21,0.12,0.0,17,2,0.35,12,86,0.67,0.69,0.75,0.89
,,,,,,,,,9715.0,28.0,2037.0,3620.0,mobile,39,0.13,0.09,3,4,0.75,10,175,0.85,0.43,0.86,0.56
,,,,,,,,,13476.0,64.0,9846.0,1399.0,mobile,47,0.33,0.08,2,2,0.48,19,151,0.45,0.07,0.39,0.58
,,,,,,,,,257.0,22.0,156.0,15.0,mobile,30,0.33,0.13,12,2,0.98,7,138,0.57,0.98,0.58,0.11
,,,,,,,,,2441.0,60.0,441.0,703.0,mobile,23,0.45,0.01,24,4,0.44,13,101,0.49,0.19,0.18,0.16
,,,,,,,,,6873.0,2936.0,817.0,966.0,mobile,34,0.32,0.1,6,4,0.21,15,132,0.58,0.77,0.99,0.98
,,,,,,,,,10798.0,124.0,3037.0,2870.0,mobile,25,0.48,0.1,10,8,0.61,24,127,0.72,0.14,0.93,0.77
,,,,,,,,,391.0,2.0,22.0,161.0,mobile,73,0.12,0.1,11,0,0.32,18,20,0.59,0.28,0.48,0.03
,,,,,,,,,2011.0,406.0,93.0,604.0,mobile,68,0.14,0.14,16,0,0.24,13,177,0.8,0.56,0.55,0.55
,,,,,,,,,2175.0,4.0,6.0,912.0,mobile,49,0.12,0.12,16,8,0.76,14,13,0.63,0.41,0.44,0.35
,,,,,,,,,444.0,42.0,211.0,57.0,mobile,75,0.17,0.01,24,4,0.79,19,171,0.53,0.96,0.0,0.31
,,,,,,,,,4734.0,6.0,1297.0,1203.0,mobile,57,0.32,0.07,18,3,0.57,22,19,0.77,0.85,0.23,0.56
,,,,,,,,,433.0,0.0,158.0,117.0,mobile,70,0.36,0.06,22,1,0.74,23,90,0.56,0.92,0.1,0.32
,,,,,,,,,33.0,0.0,6.0,18.0,mobile,76,0.12,0.05,23,8,0.63,11,80,0.61,0.64,0.32,0.25
,,,,,,,,,7715.0,68.0,1194.0,2485.0,mobile,21,0.48,0.07,24,5,0.7,23,112,0.9,0.22,0.24,0.94
,,,,,,,,,34.0,0.0,8.0,16.0,mobile,34,0.44,0.06,9,8,0.68,9,150,0.77,0.52,0.76,0.04
,,,,,,,,,34.0,0.0,8.0,16.0,mobile,30,0.22,0.06,21,4,0.73,22,31,0.81,0.77,0.5,0.44
,,,,,,,,,540.0,0.0,88.0,141.0,mobile,27,0.13,0.15,19,3,0.36,5,65,0.66,0.06,0.82,0.51
,,,,,,,,,23.0,0.0,2.0,14.0,web,45,0.17,0.01,2,6,0.41,16,131,0.51,0.86,0.64,0.44
,,,,,,,,,16711.0,8.0,3636.0,5515.0,mobile,70,0.15,0.14,24,4,0.55,10,101,0.89,0.63,0.66,0.66
,,,,,,,,,4203.0,96.0,927.0,1201.0,mobile,64,0.15,0.07,1,7,0.56,17,106,0.45,0.72,0.88,0.03
,,,,,,,,,19417.0,285.0,8963.0,3536.0,mobile,63,0.31,0.09,16,7,0.82,21,150,0.82,0.69,0.85,0.88
,,,,,,,,,676.0,10.0,176.0,192.0,web,24,0.2,0.12,22,1,0.49,13,10,0.85,0.85,0.06,0.5
,,,,,,,,,124.0,0.0,44.0,42.0,mobile,25,0.24,0.05,18,4,0.33,5,47,0.79,0.09,0.58,0.55
,,,,,,,,,4598.0,0.0,2697.0,654.0,web,45,0.5,0.06,3,9,0.4,16,162,0.37,0.38,0.41,0.46
,,,,,,,,,2860.0,92.0,273.0,991.0,mobile,73,0.37,0.06,24,7,0.37,5,51,0.81,0.5,0.6,0.44
,,,,,,,,,363.0,0.0,253.0,43.0,mobile,23,0.48,0.06,1,2,0.79,8,94,0.7,0.55,0.86,0.19
,,,,,,,,,859.0,2.0,230.0,267.0,mobile,38,0.16,0.14,6,6,0.58,11,170,0.71,0.94,0.01,0.5
,,,,,,,,,131.0,2.0,47.0,30.0,mobile,39,0.25,0.12,19,2,0.77,24,46,0.77,0.04,0.01,0.42
,,,,,,,,,25399.0,114.0,11732.0,5777.0,web,52,0.32,0.02,22,5,0.53,9,107,0.59,0.87,0.06,0.47
,,,,,,,,,575.0,0.0,135.0,229.0,mobile,39,0.13,0.02,19,1,0.91,24,71,0.46,0.55,0.87,0.01
,,,,,,,,,28.0,0.0,0.0,13.0,web,68,0.1,0.06,11,5,0.99,9,140,0.64,0.55,0.35,0.13
,,,,,,,,,173.0,0.0,44.0,43.0,mobile,31,0.37,0.01,8,5,0.74,11,39,0.37,0.32,0.37,0.76
,,,,,,,,,3761.0,2.0,651.0,1551.0,mobile,66,0.36,0.09,5,7,0.89,21,91,0.7,0.64,0.35,0.42
,,,,,,,,,1269.0,0.0,146.0,655.0,web,20,0.26,0.02,20,4,0.61,16,32,0.59,0.65,0.23,0.74
,,,,,,,,,534.0,0.0,4.0,225.0,mobile,45,0.3,0.08,9,0,0.95,19,75,0.6,0.19,0.04,0.17
,,,,,,,,,3113.0,234.0,861.0,825.0,web,33,0.27,0.0,15,7,0.87,7,11,0.41,0.68,0.91,0.7
,,,,,,,,,3107.0,2.0,523.0,1146.0,web,57,0.11,0.05,21,8,0.99,21,164,0.32,0.27,0.23,0.29
,,,,,,,,,806.0,97.0,293.0,133.0,web,56,0.23,0.1,14,0,0.7,18,72,0.67,0.69,0.89,0.71
,,,,,,,,,1493.0,0.0,351.0,368.0,mobile,30,0.17,0.07,4,4,0.82,19,14,0.7,0.61,0.96,0.09
